SOURCE_ASSET_KEY,TARGET_ASSET_KEY
snowflake/dbt/products/ts__refund_abuse_rolling_signals,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuse_threshold_bins,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuse_v3_signals,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuser_day,snowflake/dbt/products/ext_statsig__seller_fraud_metrics
snowflake/dbt/products/ts__refund_abuser_day,snowflake/dbt/products/ts__seller_quality_scores_v2_history
snowflake/dbt/products/ts__refund_abuser_day,snowflake/dbt/products/ts__seller_refund_request_metrics_no_link
snowflake/dbt/products/ts__refund_abuser_day,snowflake/dbt/products/ts__seller_sndo_refund_abuse_metrics
snowflake/dbt/products/ts__refund_abuser_overhaul_assignment,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__related_user_groups,snowflake/dbt/products/laser__tsrug2
snowflake/dbt/products/ts__related_user_groups,snowflake/dbt/products/laser__tsrugi2
snowflake/dbt/products/ts__related_user_groups,snowflake/dbt/products/ts__all_related_users
snowflake/dbt/products/ts__seller_gameable_refunds,snowflake/dbt/products/ext_statsig__seller_fraud_metrics
snowflake/dbt/products/ts__seller_gameable_refunds,snowflake/dbt/products/ts__refund_abuse_high_defect_sellers
snowflake/dbt/products/ts__seller_metric_day,snowflake/dbt/products/ext_retool__ts_seller_metric_day_recent
snowflake/dbt/products/ts__seller_metric_day,snowflake/dbt/products/ext_statsig__seller_fraud_metrics
snowflake/dbt/products/ts__seller_metric_day,snowflake/dbt/products/laser__sdb_tas_overview
snowflake/dbt/products/ts__seller_metric_day,snowflake/dbt/products/ts__violation_cases
snowflake/dbt/products/ts__seller_quality_buyer_relationships,snowflake/dbt/products/laser__ts_seller_buyer_relationships
snowflake/dbt/products/ts__seller_quality_scores,snowflake/dbt/products/laser__ts_scores
snowflake/dbt/products/ts__seller_quality_scores_v2,snowflake/dbt/products/laser__ts_scores_v2
snowflake/dbt/products/ts__seller_quality_scores_v2_history,snowflake/dbt/products/ts__seller_quality_scores_v2
snowflake/dbt/products/ts__seller_quarter_gameable_refund_probability,snowflake/dbt/products/ts__buyer_defect_rates
snowflake/dbt/products/ts__seller_refund_abuse_metrics_no_link,snowflake/dbt/products/ts__seller_refund_abuse_metrics
snowflake/dbt/products/ts__seller_refund_abuse_threshold_v2,snowflake/dbt/products/ts__seller_refund_request_flag
snowflake/dbt/products/ts__seller_refund_exemptions,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__seller_refund_request_metrics,snowflake/dbt/products/ts__seller_refund_request_flag
snowflake/dbt/products/ts__seller_refund_request_metrics_no_link,snowflake/dbt/products/ts__seller_refund_request_metrics
snowflake/dbt/products/ts__seller_sndo_refund_abuse_metrics,snowflake/dbt/products/laser__ts_seller_refund_abuse_metrics
snowflake/dbt/products/ts__seller_sndo_refund_abuse_metrics,snowflake/dbt/products/ts__seller_refund_abuser_day
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ext_retool__ts_seller_metric_day_recent
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ext_statsig__seller_fraud_metrics
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/support__whatbot_chats
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__all_tags
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__seller_metric_day
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__seller_refund_abuser_day
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__shill_bidding
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__violation_cases
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/products/ts__zendesk_tickets
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/visualizations/sigma__support_inbounds
snowflake/dbt/products/ts__seller_tags,snowflake/dbt/visualizations/sigma__ts_user_reports
snowflake/dbt/products/ts__shipment_delayed_dropoff,snowflake/dbt/products/ext_statsig__shipment_delayed_dropoff
snowflake/dbt/products/ts__shipment_delayed_dropoff,snowflake/dbt/products/seller_tags__base_delayed_dropoffs
snowflake/dbt/products/ts__shipment_delayed_dropoff,snowflake/dbt/products/ts__account_health_giveaway_orders_stg
snowflake/dbt/products/ts__shipment_delayed_dropoff,snowflake/dbt/products/ts__stg_seller_shipments
snowflake/dbt/products/ts__shipment_delayed_dropoff,snowflake/dbt/visualizations/sigma__order_issues
snowflake/dbt/products/ts__shipment_timestamps_with_holiday_weekend_hours,snowflake/dbt/products/laser__seller_average_ship_days
snowflake/dbt/products/ts__stg_bot_bids,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_buyer_orders,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_buyer_refunds,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_chargebacks,snowflake/dbt/products/affiliates__orders
snowflake/dbt/products/ts__stg_chargebacks,snowflake/dbt/products/affiliates__orders_v2
snowflake/dbt/products/ts__stg_chargebacks,snowflake/dbt/products/stg__margin_order_items
snowflake/dbt/products/ts__stg_chargebacks,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_chargebacks,snowflake/dbt/projects/temp_michael_zizi_contribution_margin_1
snowflake/dbt/products/ts__stg_giveaway_abuse,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_livestream_user_bans,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_order_cancels,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_seller_orders,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_seller_ratings,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_seller_shipments,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_shill_bids,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_user_actions,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_user_chat,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_user_creations,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_user_livestream_bans,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_user_reports,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__stg_zendesk_events,snowflake/dbt/products/ts__events
snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented,snowflake/dbt/products/ts__refund_abuse_metrics
snowflake/dbt/products/ts__trusted_buyer_primary_category,snowflake/dbt/products/ts__trusted_buyer_damaged_misrepresented
snowflake/dbt/products/ts__user_actions,snowflake/dbt/visualizations/sigma__fvm_buyer_referrals
snowflake/dbt/products/ts__user_actions,snowflake/dbt/visualizations/sigma__fvm_seller_bonuses
snowflake/dbt/products/ts__user_actions,snowflake/dbt/visualizations/sigma__ts_tickets_agg
snowflake/dbt/products/ts__user_actions_with_points,snowflake/dbt/projects/analytics__seller_kpi_metrics
snowflake/dbt/products/ts__user_lifetime_metrics_for_permissioning,laser/dynamo/ts_user_lifetime_metrics_for_permissioning
snowflake/dbt/products/ts__user_metric_day,snowflake/dbt/products/ts__violation_cases
snowflake/dbt/products/ts__user_metric_day,snowflake/dbt/visualizations/sigma__user
snowflake/dbt/products/ts__violation_cases,snowflake/dbt/visualizations/sigma__ts_violation_cases
snowflake/dbt/products/ts__zendesk_tickets,snowflake/dbt/visualizations/sigma__ts_tickets_agg
snowflake/dbt/products/ts__zendesk_tickets,snowflake/dbt/visualizations/sigma__ts_tickets_backlog
snowflake/dbt/products/user_actions_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_addresses_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_bookmarks_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_external_oauth_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_follow_users_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_followers_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_follows_object_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_install_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_live_watches_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_orders_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_payments_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/user_session_id__all_eligible,snowflake/dbt/products/user_session_id__overlapping_sessions_all_eligible
snowflake/dbt/products/user_session_id__all_eligible,snowflake/dbt/products/user_session_id__time_between_sessions_all_eligible
snowflake/dbt/products/user_session_id__cleaned_impressions,snowflake/dbt/products/user_session_id__overlapping_sessions
snowflake/dbt/products/user_session_id__cleaned_impressions,snowflake/dbt/products/user_session_id__session_length
snowflake/dbt/products/user_session_id__cleaned_impressions,snowflake/dbt/products/user_session_id__time_between_sessions
snowflake/dbt/products/user_session_id__employee_test_impressions,snowflake/dbt/products/user_session_id__employee_time_between_sessions
snowflake/dbt/products/user_strikes_stg,snowflake/dbt/products/a__user
snowflake/dbt/products/vscroll__ranking_request_evaluation_examples,snowflake/dbt/products/vscroll__recall_evaluation_ranking_request_metrics_online
snowflake/dbt/products/vscroll__recall_evaluation_all_pairs_online,snowflake/dbt/products/vscroll__recall_evaluation_pairs_online
snowflake/dbt/products/vscroll__recall_evaluation_all_pairs_online,snowflake/dbt/products/vscroll__recall_evaluation_ranking_request_metrics_online
snowflake/dbt/products/vscroll__recall_evaluation_dataset_online,snowflake/dbt/products/vscroll__recall_evaluation_category_distribution_online
snowflake/dbt/products/vscroll__recall_evaluation_dataset_online,snowflake/dbt/products/vscroll__recall_evaluation_rank_rollup_online
snowflake/dbt/products/vscroll__recall_evaluation_pairs_online,snowflake/dbt/products/vscroll__recall_evaluation_dataset_online
snowflake/dbt/products/vscroll__recall_evaluation_pairs_online,snowflake/dbt/products/vscroll__recall_evaluation_user_rollup_online
snowflake/dbt/products/vscroll__recall_evaluation_user_rollup_online,snowflake/dbt/products/vscroll__recall_evaluation_rank_rollup_online
snowflake/dbt/projects/ads_quality__campaign_finish_reasons,snowflake/dbt/projects/ads_quality__campaign_finish_reasons_time
snowflake/dbt/projects/ads_quality__stg_cat_cohorts,snowflake/dbt/projects/ads_quality__campaigns_category_metrics
snowflake/dbt/projects/base__user_blocklist_reinclusion,snowflake/dbt/projects/map__user_blocklist_v2
snowflake/dbt/projects/community__loyalty_program_coupons_issued,snowflake/dbt/projects/community__loyalty_program_coupons_applied
snowflake/dbt/projects/community__loyalty_program_enrolled_users,snowflake/dbt/projects/community__loyalty_program_coupons_issued
snowflake/dbt/projects/community__loyalty_program_enrolled_users,snowflake/dbt/projects/community__loyalty_program_user_order_seller
snowflake/dbt/projects/community__loyalty_program_enrolled_users,snowflake/dbt/projects/community__loyalty_program_users_with_all_their_orders
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_coupons_issued
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_enrolled_users
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_livestream
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_progress_tracking
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_repeat_purchases
snowflake/dbt/projects/community__loyalty_program_sellers,snowflake/dbt/projects/community__loyalty_program_user_order_seller
snowflake/dbt/projects/community__stg_seller_mode_category,snowflake/dbt/projects/community__loyalty_program_repeat_purchases
snowflake/dbt/projects/community__stg_seller_mode_category,snowflake/dbt/projects/community__loyalty_program_sellers
snowflake/dbt/projects/community__stg_user_order_join_user_order_seller,snowflake/dbt/projects/community__user_seller_relationship
snowflake/dbt/projects/community__stg_user_os_country_category,snowflake/dbt/projects/community__ftb_retention
snowflake/dbt/projects/community__stg_user_os_country_category,snowflake/dbt/projects/community__loyalty_program_coupons_issued
snowflake/dbt/projects/community__stg_user_os_country_category,snowflake/dbt/projects/community__user_seller_relationship
snowflake/dbt/projects/community__user_seller_relationship,snowflake/dbt/projects/community__loyalty_program_user_order_seller
snowflake/dbt/projects/cortex__livestream_metrics,snowflake/dbt/projects/cortex__livestream_metrics_materialized
snowflake/dbt/projects/cortex__order_metrics,snowflake/dbt/projects/cortex__order_metrics_materialized
snowflake/dbt/projects/cortex__stg_user_category_activity,snowflake/dbt/projects/cortex__marketing_category_user_lists
snowflake/dbt/projects/datadog_metrics__new_metrics,datadog/ml_metrics_datasets
snowflake/dbt/projects/disco__events_engagement_base,snowflake/dbt/projects/disco__events_featured_engagement
snowflake/dbt/projects/disco__events_engagement_base,snowflake/dbt/projects/disco__events_shelf_engagement
snowflake/dbt/projects/disco__events_engagement_base,snowflake/dbt/projects/disco__tag_page_engagement
snowflake/dbt/projects/disco__events_featured_backend_logging,snowflake/dbt/projects/disco__events_featured_engagement
snowflake/dbt/projects/disco__events_featured_backend_logging,snowflake/dbt/projects/disco__feed_ecosystem_impression_attribution
snowflake/dbt/projects/disco__feed_attribution_events,snowflake/dbt/visualizations/sigma__disco_feed_funnel
snowflake/dbt/projects/disco__feed_attribution_events,snowflake/dbt/visualizations/sigma__disco_seller_feed_category_full_metrics
snowflake/dbt/projects/disco__feed_attribution_events,snowflake/dbt/visualizations/sigma__disco_serp_metrics
snowflake/dbt/projects/disco__feed_attribution_events,snowflake/dbt/visualizations/sigma__disco_user_feed_category_full_metrics
snowflake/dbt/projects/disco__feed_ecosystem_impression_attribution,snowflake/dbt/visualizations/sigma__disco_feed_impressions_source
snowflake/dbt/projects/disco__order_view_attribution,snowflake/dbt/projects/search__direct_attribution
